,avoir,dire,voir,faire,pouvoir,vouloir,jeune,savoir,aller,devoir,regarder,croire,connaître,être,venir,trouver,prendre,petit,aimer,répondre,demander,mettre,parler,suivre,entendre,sentir,comprendre,penser,attendre,tenir,laisser,cher,pauvre,apercevoir,quitter,lever,sortir,passer,reprendre,revenir,donner,chercher,appeler,entrer,rester,arriver,sembler,arrêter,reconnaître,paraître,continuer,demande,retrouver,prier,ouvrir,rencontrer,écrier,tourner,partir,recevoir,songer,interrompre,murmurer,lire,répéter,rendre,vieux,apprendre,revoir,interroger,essayer,ignorer,jeter,écouter,saisir,espérer,remercier,montrer,considérer,ajouter,sourire,tendre,envoyer,bon,sûr,porter,perdre,oublier,conduire,craindre,avancer,demeurer,seul,rejoindre,poursuivre,remarquer,asseoir,tuer,devenir,grand
1909_Leblanc-Maurice_L-Aiguille-creuse.txt,0.0006233081635560621,0.0011041458897278814,0.0005342641401909104,0.0005698817495369711,3.561760934606069e-05,3.561760934606069e-05,0.0015493660065536402,0.0003739848981336373,0.00017808804673030346,5.342641401909104e-05,1.7808804673030346e-05,0.0001602792420572731,0.0,0.0,0.00012466163271121242,0.0001958968514033338,0.0003383672887875766,0.0010685282803818209,3.561760934606069e-05,0.0,5.342641401909104e-05,0.00014247043738424277,0.0002315144607493945,8.904402336515173e-05,0.00017808804673030346,1.7808804673030346e-05,0.00014247043738424277,3.561760934606069e-05,0.0001602792420572731,0.00014247043738424277,0.0001602792420572731,0.0002315144607493945,0.0001958968514033338,3.561760934606069e-05,8.904402336515173e-05,5.342641401909104e-05,0.0003205584841145462,0.0003205584841145462,0.0001602792420572731,3.561760934606069e-05,0.00017808804673030346,0.0001602792420572731,7.123521869212138e-05,5.342641401909104e-05,8.904402336515173e-05,0.00014247043738424277,0.0,0.0,0.0,0.0,3.561760934606069e-05,0.00012466163271121242,0.00012466163271121242,1.7808804673030346e-05,0.0001958968514033338,0.0,0.0,3.561760934606069e-05,0.00014247043738424277,5.342641401909104e-05,0.0,0.0,0.0,7.123521869212138e-05,0.0,0.0001958968514033338,0.0004986465308448497,1.7808804673030346e-05,0.0,7.123521869212138e-05,3.561760934606069e-05,0.0,5.342641401909104e-05,0.0,1.7808804673030346e-05,0.0,1.7808804673030346e-05,7.123521869212138e-05,0.0,0.0,0.00012466163271121242,1.7808804673030346e-05,3.561760934606069e-05,0.0002315144607493945,0.0,7.123521869212138e-05,3.561760934606069e-05,3.561760934606069e-05,8.904402336515173e-05,0.00014247043738424277,0.0,1.7808804673030346e-05,0.0006233081635560621,5.342641401909104e-05,5.342641401909104e-05,8.904402336515173e-05,7.123521869212138e-05,3.561760934606069e-05,5.342641401909104e-05,0.000979484257016669
1932_Simenon-Georges_Le-Fou-de-Bergerac.txt,0.0013715629286134151,0.0017307817908693097,0.0009470315459473582,0.0016001567500489844,3.265626020508131e-05,6.531252041016262e-05,0.0006531252041016263,0.00035921886225589447,0.0006857814643067076,9.796878061524395e-05,0.000522500163281301,0.0004571876428711384,0.0,0.0,0.0007837502449219516,0.0001959375612304879,0.0005878126836914636,0.0007184377245117889,0.0,0.0,0.00032656260205081314,0.000620468943896545,0.0005878126836914636,0.00013062504082032525,0.00013062504082032525,0.00013062504082032525,0.0002612500816406505,0.0002939063418457318,0.00013062504082032525,9.796878061524395e-05,0.00032656260205081314,3.265626020508131e-05,0.0002939063418457318,0.00013062504082032525,0.00013062504082032525,3.265626020508131e-05,0.0002612500816406505,0.000620468943896545,9.796878061524395e-05,3.265626020508131e-05,0.0002285938214355692,0.0002939063418457318,0.00016328130102540657,0.00035921886225589447,0.00035921886225589447,6.531252041016262e-05,0.0,0.0,0.0,0.0,6.531252041016262e-05,0.0006531252041016263,3.265626020508131e-05,3.265626020508131e-05,0.0001959375612304879,6.531252041016262e-05,0.0,0.00016328130102540657,0.00013062504082032525,0.00016328130102540657,0.0,0.0,3.265626020508131e-05,3.265626020508131e-05,0.0,0.00013062504082032525,0.0005878126836914636,6.531252041016262e-05,6.531252041016262e-05,6.531252041016262e-05,0.00016328130102540657,0.0,6.531252041016262e-05,0.0,3.265626020508131e-05,0.0,0.0,0.0,0.0,6.531252041016262e-05,0.0004571876428711384,3.265626020508131e-05,3.265626020508131e-05,0.0005551564234863824,0.0,3.265626020508131e-05,9.796878061524395e-05,9.796878061524395e-05,3.265626020508131e-05,3.265626020508131e-05,6.531252041016262e-05,0.0,0.0006857814643067076,6.531252041016262e-05,0.0,0.0,0.0001959375612304879,0.00013062504082032525,0.0,0.000522500163281301
1908_Leroux-Gaston_Le-mystere-de-la-chambre-jaune.txt,0.001576680510690663,0.0014741321847920833,0.000858842229400605,0.0017561400810131775,0.00015382248884786957,5.1274162949289855e-05,0.0011536686663590216,0.0005383787109675435,0.00032046351843306156,0.00017945957032251448,0.00012818540737322462,0.00035891914064502896,0.0,0.0,0.00035891914064502896,0.00032046351843306156,0.00042301184433164127,0.00088447931087525,3.845562221196739e-05,0.0,0.00030764497769573913,0.0002435522740091268,0.00042301184433164127,0.00011536686663590217,0.0002820078962210942,0.0,0.00030764497769573913,0.0001410039481105471,7.691124442393478e-05,0.00016664102958519202,0.0002820078962210942,0.00023073373327180433,0.00019227811105983694,2.5637081474644928e-05,0.00025637081474644925,5.1274162949289855e-05,0.0002820078962210942,0.0005383787109675435,2.5637081474644928e-05,8.972978516125724e-05,0.00033328205917038404,0.00034610059990770653,2.5637081474644928e-05,0.00046146746654360867,2.5637081474644928e-05,0.00026918935548377173,0.0,0.0,0.0,0.0,6.409270368661231e-05,0.00019227811105983694,6.409270368661231e-05,2.5637081474644928e-05,0.00033328205917038404,5.1274162949289855e-05,0.0,3.845562221196739e-05,0.00010254832589857971,3.845562221196739e-05,1.2818540737322464e-05,2.5637081474644928e-05,2.5637081474644928e-05,6.409270368661231e-05,0.0,0.00020509665179715942,0.00021791519253448188,0.00020509665179715942,7.691124442393478e-05,0.00010254832589857971,6.409270368661231e-05,2.5637081474644928e-05,5.1274162949289855e-05,0.0,5.1274162949289855e-05,0.0,0.0,7.691124442393478e-05,0.0,2.5637081474644928e-05,0.0001410039481105471,0.0,2.5637081474644928e-05,0.0007434753627647029,0.0,5.1274162949289855e-05,6.409270368661231e-05,3.845562221196739e-05,5.1274162949289855e-05,5.1274162949289855e-05,2.5637081474644928e-05,0.0,0.00042301184433164127,0.0001410039481105471,0.0,7.691124442393478e-05,2.5637081474644928e-05,0.00023073373327180433,5.1274162949289855e-05,0.000858842229400605
1955_Delly_Ourida.txt,0.001296525312163402,0.0007180755575058842,0.0014162045717477161,0.0018350819802928151,0.00023935851916862807,5.983962979215702e-05,0.002513264451270595,0.0004188774085450991,0.0004188774085450991,5.983962979215702e-05,5.983962979215702e-05,7.978617305620936e-05,0.0,0.0,0.0004388239518091515,0.0002991981489607851,0.0005784497546575179,0.0019148681533490246,0.00013962580284836637,0.0,0.00019946543264052338,0.00039893086528104677,0.00037898432201699447,7.978617305620936e-05,0.00023935851916862807,1.994654326405234e-05,3.989308652810468e-05,0.00013962580284836637,5.983962979215702e-05,0.00025930506243268043,0.00021941197590457574,0.0008377548170901983,0.0019348146966130769,9.973271632026169e-05,0.00023935851916862807,9.973271632026169e-05,0.00017951888937647105,0.00031914469222483745,0.00013962580284836637,9.973271632026169e-05,0.00047871703833725614,0.00039893086528104677,0.00013962580284836637,7.978617305620936e-05,0.00015957234611241872,0.0003590377787529421,0.0,0.0,0.0,0.0,9.973271632026169e-05,0.00025930506243268043,1.994654326405234e-05,1.994654326405234e-05,1.994654326405234e-05,0.0,0.0,1.994654326405234e-05,0.00013962580284836637,0.00011967925958431404,1.994654326405234e-05,3.989308652810468e-05,0.0,7.978617305620936e-05,0.0,0.0003590377787529421,0.0003590377787529421,5.983962979215702e-05,0.00015957234611241872,3.989308652810468e-05,7.978617305620936e-05,0.0,9.973271632026169e-05,0.0,9.973271632026169e-05,0.0,0.0,5.983962979215702e-05,0.0,1.994654326405234e-05,0.0006183428411856225,3.989308652810468e-05,5.983962979215702e-05,0.0005585032113934655,0.0,0.00023935851916862807,3.989308652810468e-05,7.978617305620936e-05,0.00011967925958431404,0.0003590377787529421,3.989308652810468e-05,0.00013962580284836637,0.00031914469222483745,0.0,0.0,1.994654326405234e-05,7.978617305620936e-05,5.983962979215702e-05,7.978617305620936e-05,0.0007779151872980412
1931_Simenon-Georges_La-Guinguette-a-deux-sous.txt,0.000862840342579573,0.0016937236354339768,0.0006391409945033875,0.0016617665857088073,3.1957049725169375e-05,0.0001278281989006775,0.0005752268950530487,0.00031957049725169374,0.0006071839447782181,0.00015978524862584687,0.00031957049725169374,0.00019174229835101624,0.0,0.0,0.00028761344752652434,0.0002236993480761856,0.00051131279560271,0.001470024287357791,0.0,0.0,0.0005432698453278793,0.0003515275469768631,0.0006710980442285569,0.000255656397801355,0.0001278281989006775,6.391409945033875e-05,0.00019174229835101624,6.391409945033875e-05,0.0002236993480761856,0.00019174229835101624,0.0004154416464272018,9.587114917550812e-05,9.587114917550812e-05,0.0001278281989006775,6.391409945033875e-05,3.1957049725169375e-05,0.00015978524862584687,0.0004154416464272018,0.00019174229835101624,0.0,0.00028761344752652434,0.0004793557458775406,6.391409945033875e-05,0.00015978524862584687,0.0002236993480761856,0.00015978524862584687,0.0,0.0,0.0,0.0,6.391409945033875e-05,0.0003515275469768631,9.587114917550812e-05,0.0,9.587114917550812e-05,3.1957049725169375e-05,0.0,0.0,0.00028761344752652434,0.0,0.0,0.0,6.391409945033875e-05,9.587114917550812e-05,0.0,0.0002236993480761856,0.0007350121436788956,0.0,6.391409945033875e-05,6.391409945033875e-05,0.0003515275469768631,0.0,0.0,0.0,3.1957049725169375e-05,0.0,0.0,6.391409945033875e-05,0.0,9.587114917550812e-05,0.0005432698453278793,0.0001278281989006775,6.391409945033875e-05,0.0004154416464272018,0.0,3.1957049725169375e-05,0.0001278281989006775,6.391409945033875e-05,0.0001278281989006775,0.0,0.0,0.0,0.0006710980442285569,0.0001278281989006775,6.391409945033875e-05,0.0,6.391409945033875e-05,6.391409945033875e-05,6.391409945033875e-05,0.000766969193404065
1928_Delly_Cœurs-ennemis-Laquelle.txt,0.000898209846886554,0.0008355440436153991,0.000960875650157709,0.001921751300315418,0.00014622020763269483,8.35544043615399e-05,0.0028199611472019717,0.0005013264261692394,0.0002506632130846197,0.0001671088087230798,0.00010444300545192488,0.00020888601090384977,0.0,0.0,0.00031332901635577464,0.0003342176174461596,0.0007311010381634742,0.0013995362730557935,0.0001879974098134648,0.0,0.00031332901635577464,0.0002715518141750047,0.0003551062185365446,4.177720218076995e-05,0.00039688342071731456,0.0,6.266580327115493e-05,0.0002506632130846197,0.0001879974098134648,0.0001671088087230798,0.0001671088087230798,0.0007102124370730892,0.0006475466338019343,4.177720218076995e-05,0.00020888601090384977,8.35544043615399e-05,0.00020888601090384977,0.0002715518141750047,2.0888601090384976e-05,8.35544043615399e-05,0.0003551062185365446,0.0003551062185365446,4.177720218076995e-05,0.00010444300545192488,0.0002715518141750047,8.35544043615399e-05,0.0,0.0,0.0,0.0,0.00010444300545192488,0.0003551062185365446,4.177720218076995e-05,0.0,6.266580327115493e-05,0.0001671088087230798,0.0,4.177720218076995e-05,4.177720218076995e-05,8.35544043615399e-05,4.177720218076995e-05,0.0,0.0,0.00010444300545192488,0.0,0.0002715518141750047,0.0002715518141750047,0.00012533160654230985,4.177720218076995e-05,2.0888601090384976e-05,0.0001671088087230798,0.0,6.266580327115493e-05,0.0,0.00010444300545192488,0.0,0.0,0.00010444300545192488,0.0,4.177720218076995e-05,0.0011279844588807887,6.266580327115493e-05,0.00010444300545192488,0.0005431036283500094,0.0,0.00020888601090384977,4.177720218076995e-05,8.35544043615399e-05,6.266580327115493e-05,0.00010444300545192488,8.35544043615399e-05,0.00010444300545192488,0.0003342176174461596,6.266580327115493e-05,0.0,8.35544043615399e-05,0.00012533160654230985,6.266580327115493e-05,6.266580327115493e-05,0.0007728782403442441
1934_Veuzit-Max-du_La-chataigneraie.txt,0.0018828659201268457,0.0015525385657186271,0.0011891784758695867,0.0020149968618901333,0.0003138109866878076,0.00021471278036534205,0.0012882766821920523,0.00046245829617150595,0.0008258183860205463,0.00023122914808575297,9.909820632246556e-05,0.00028077825124698576,0.0,0.0,0.0004789746638919169,0.00046245829617150595,0.0005780728702143824,0.0005285237670531497,6.606547088164371e-05,0.0,0.00041290919301027317,0.0003138109866878076,0.000908400224622601,0.00023122914808575297,0.00026426188352657483,9.909820632246556e-05,0.00019819641264493112,0.00013213094176328741,0.00021471278036534205,6.606547088164371e-05,0.0003633600898490404,0.0003798764575694513,0.0007597529151389026,3.3032735440821854e-05,0.00011561457404287649,0.00011561457404287649,0.00013213094176328741,0.00023122914808575297,4.954910316123278e-05,0.0003138109866878076,0.00034684372212862946,0.0003633600898490404,1.6516367720410927e-05,0.00011561457404287649,0.00023122914808575297,0.0002477455158061639,1.6516367720410927e-05,0.0,0.0,0.0,8.258183860205463e-05,0.0003138109866878076,0.00026426188352657483,0.00013213094176328741,0.00016516367720410927,0.00014864730948369834,0.0,3.3032735440821854e-05,0.00021471278036534205,0.00011561457404287649,3.3032735440821854e-05,3.3032735440821854e-05,0.0,4.954910316123278e-05,0.0,0.0001816800449245202,0.00033032735440821854,0.00028077825124698576,0.0002972946189673967,0.00014864730948369834,9.909820632246556e-05,9.909820632246556e-05,8.258183860205463e-05,0.0,1.6516367720410927e-05,0.0,0.00019819641264493112,8.258183860205463e-05,0.0,4.954910316123278e-05,0.0005285237670531497,4.954910316123278e-05,1.6516367720410927e-05,0.0009414329600634228,0.0,6.606547088164371e-05,4.954910316123278e-05,6.606547088164371e-05,8.258183860205463e-05,3.3032735440821854e-05,3.3032735440821854e-05,0.00011561457404287649,0.0003138109866878076,0.00014864730948369834,1.6516367720410927e-05,0.00021471278036534205,6.606547088164371e-05,6.606547088164371e-05,1.6516367720410927e-05,0.0006111056056552043
1905_Delly_L'etincelle.txt,0.0010310140162175718,0.00041797865522333994,0.0007802268230835678,0.0012818012093515757,0.00019505670577089196,5.573048736311199e-05,0.0045698999637751835,0.00022292194945244795,0.00019505670577089196,0.00022292194945244795,0.00011146097472622398,0.0003065176804971159,0.0,0.0,0.00022292194945244795,0.0003065176804971159,0.00011146097472622398,0.0011146097472622398,0.00027865243681555996,0.0,0.00022292194945244795,0.00016719146208933597,0.00019505670577089196,0.00022292194945244795,0.00013932621840777998,0.00011146097472622398,0.00016719146208933597,0.00011146097472622398,5.573048736311199e-05,0.00011146097472622398,0.00013932621840777998,5.573048736311199e-05,0.0010588792598991278,8.359573104466799e-05,0.00016719146208933597,2.7865243681555994e-05,8.359573104466799e-05,8.359573104466799e-05,0.0,0.00016719146208933597,0.0003901134115417839,8.359573104466799e-05,0.0,2.7865243681555994e-05,5.573048736311199e-05,5.573048736311199e-05,2.7865243681555994e-05,0.0,0.0,0.0,0.0,0.0003065176804971159,5.573048736311199e-05,5.573048736311199e-05,0.00011146097472622398,0.00011146097472622398,0.0,2.7865243681555994e-05,5.573048736311199e-05,2.7865243681555994e-05,8.359573104466799e-05,0.0,0.0,0.00011146097472622398,0.0,0.00019505670577089196,0.0003065176804971159,0.0003065176804971159,0.00011146097472622398,0.0,5.573048736311199e-05,0.0,5.573048736311199e-05,0.0,2.7865243681555994e-05,0.0,2.7865243681555994e-05,5.573048736311199e-05,0.0,5.573048736311199e-05,0.0006409006046757879,0.00013932621840777998,0.0,0.0005573048736311199,0.0,5.573048736311199e-05,5.573048736311199e-05,8.359573104466799e-05,2.7865243681555994e-05,5.573048736311199e-05,2.7865243681555994e-05,0.00011146097472622398,0.00025078719313400394,8.359573104466799e-05,0.0,5.573048736311199e-05,0.00027865243681555996,0.0,0.00016719146208933597,0.0027029286371109316
1922_Alanic-Mathilde_La-route-ardente.txt,0.0007036013967790691,0.0005733048418199823,0.0005993641528117997,0.0009902538176890603,5.2118621983634754e-05,5.2118621983634754e-05,0.004013133892739876,0.00028665242090999114,0.0003387710428936259,0.0001302965549590869,5.2118621983634754e-05,0.0002605931099181738,0.0,0.0,0.00020847448793453902,0.0002605931099181738,0.00041694897586907803,0.0007036013967790691,2.6059310991817377e-05,0.0,0.0001302965549590869,0.00018241517694272163,0.0002345337989263564,0.0002345337989263564,0.00018241517694272163,0.00010423724396726951,0.00010423724396726951,0.0001302965549590869,0.00020847448793453902,2.6059310991817377e-05,0.00028665242090999114,0.0001302965549590869,0.0006514827747954344,0.0,0.00015635586595090425,5.2118621983634754e-05,7.817793297545212e-05,0.0002605931099181738,0.00010423724396726951,0.00015635586595090425,0.0002605931099181738,0.0002605931099181738,2.6059310991817377e-05,7.817793297545212e-05,0.00018241517694272163,0.0001302965549590869,0.0,0.0,0.0,0.0,0.0,7.817793297545212e-05,0.00010423724396726951,5.2118621983634754e-05,5.2118621983634754e-05,2.6059310991817377e-05,0.0,0.0001302965549590869,7.817793297545212e-05,0.0001302965549590869,5.2118621983634754e-05,2.6059310991817377e-05,0.0,0.0001302965549590869,0.0,0.00018241517694272163,0.00036483035388544326,7.817793297545212e-05,0.0003127117319018085,2.6059310991817377e-05,2.6059310991817377e-05,5.2118621983634754e-05,2.6059310991817377e-05,0.0,7.817793297545212e-05,0.0,5.2118621983634754e-05,0.0001302965549590869,0.0,2.6059310991817377e-05,0.0002605931099181738,0.00010423724396726951,2.6059310991817377e-05,0.0008860165737217908,0.0,0.0,7.817793297545212e-05,0.00018241517694272163,0.0001302965549590869,2.6059310991817377e-05,2.6059310991817377e-05,7.817793297545212e-05,0.00028665242090999114,0.00015635586595090425,2.6059310991817377e-05,2.6059310991817377e-05,7.817793297545212e-05,2.6059310991817377e-05,7.817793297545212e-05,0.0008078386407463386
1957_Malet-Leo_Boulevard-ossements.txt,0.0010935335714806445,0.0021384656508954825,0.0007776238730529027,0.001725352968336128,0.0002673082063619353,0.00014580447619741925,0.000583217904789677,0.0005589171587567738,0.0005103156666909674,4.860149206580642e-05,7.290223809870963e-05,0.00012150373016451605,0.0,0.0,9.720298413161284e-05,0.0002673082063619353,0.0002430074603290321,0.0006804208889212899,2.430074603290321e-05,0.0,0.00041311268255935456,0.00012150373016451605,0.000461714174625161,9.720298413161284e-05,0.00017010522223032248,2.430074603290321e-05,0.00017010522223032248,9.720298413161284e-05,0.00021870671429612888,4.860149206580642e-05,0.00041311268255935456,0.00014580447619741925,4.860149206580642e-05,4.860149206580642e-05,4.860149206580642e-05,2.430074603290321e-05,0.00012150373016451605,0.0003159096984277417,4.860149206580642e-05,0.00012150373016451605,0.00019440596826322568,9.720298413161284e-05,7.290223809870963e-05,0.00019440596826322568,2.430074603290321e-05,4.860149206580642e-05,0.0,0.0,0.0,0.0,4.860149206580642e-05,0.0008019246190858059,2.430074603290321e-05,2.430074603290321e-05,4.860149206580642e-05,4.860149206580642e-05,0.0,0.0,0.00012150373016451605,0.00012150373016451605,2.430074603290321e-05,2.430074603290321e-05,0.0,7.290223809870963e-05,0.0,7.290223809870963e-05,0.0004860149206580642,7.290223809870963e-05,0.00017010522223032248,0.0,0.00017010522223032248,0.0,2.430074603290321e-05,0.0,2.430074603290321e-05,0.0,2.430074603290321e-05,7.290223809870963e-05,0.0,0.0,0.00036451119049354816,2.430074603290321e-05,7.290223809870963e-05,0.0011178343175135476,0.0,0.0,9.720298413161284e-05,0.00012150373016451605,9.720298413161284e-05,9.720298413161284e-05,0.0,0.0,0.00034021044446064496,2.430074603290321e-05,0.0,4.860149206580642e-05,4.860149206580642e-05,4.860149206580642e-05,0.00012150373016451605,0.0005103156666909674
